Name,Score,Genres,Type,Episodes,Producers,Studios,Source,Duration,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch
Amaenaide yo!! Katsu!!,6.71,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12.0,Tokuma Shoten,Studio Deen,Manga,24 min. per ep.,4843.0,2394.0,45037,46,1146,34316,910,1276,7389
Megami Kouhosei Special Curriculum,6.3,"Action, Mecha, Military, Sci-Fi, Space",OVA,1.0,Bandai Visual,Xebec,Manga,23 min.,6891.0,6868.0,4310,2,62,3120,37,64,1027
Megami Kouhosei,6.4,"Action, Mecha, Military, Sci-Fi, Space",TV,12.0,"Bandai Visual, ING",Xebec,Manga,24 min. per ep.,6407.0,3724.0,19271,58,553,12496,726,1193,4303
Black Lagoon,8.05,"Action, Seinen",TV,12.0,"Geneon Universal Entertainment, Shogakukan",Madhouse,Manga,24 min. per ep.,475.0,133.0,704436,13626,31875,435287,23002,14918,199354
Yuusha-Ou GaoGaiGar,7.82,"Adventure, Mecha, Sci-Fi, Shounen",TV,49.0,Victor Entertainment,Sunrise,Original,25 min. per ep.,803.0,3980.0,16588,301,993,5530,1068,723,8274
Dragon Ball Movie 2: Majinjou no Nemurihime,6.79,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1.0,Victor Entertainment,Toei Animation,Manga,45 min.,4487.0,2310.0,47889,34,409,42232,278,246,4724
Dragon Ball Movie 3: Makafushigi Daibouken,6.88,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1.0,Victor Entertainment,Toei Animation,Manga,45 min.,4101.0,2419.0,43859,17,333,38437,256,226,4607
Dragon Ball Movie 4: Saikyou e no Michi,7.15,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1.0,Victor Entertainment,Toei Animation,Manga,1 hr. 14 min.,2974.0,2356.0,46450,37,403,40309,284,229,5225
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,6.7,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen",Movie,1.0,Victor Entertainment,Toei Animation,Manga,41 min.,4884.0,1447.0,95872,50,546,90532,288,237,4269
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,6.65,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen",Movie,1.0,Victor Entertainment,Toei Animation,Manga,1 hr.,5145.0,1544.0,89156,34,486,83680,283,245,4462
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,6.73,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,Victor Entertainment,Toei Animation,Manga,1 hr. 1 min.,4755.0,1359.0,103063,59,632,97303,293,265,4570
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,6.6,"Action, Adventure, Fantasy, Sci-Fi, Shounen",Movie,1.0,Victor Entertainment,Toei Animation,Manga,51 min.,5354.0,1502.0,91878,26,520,86174,295,247,4642
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,7.05,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,Victor Entertainment,Toei Animation,Manga,46 min.,3461.0,1297.0,110075,66,623,104163,305,261,4723
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,6.83,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,Victor Entertainment,Toei Animation,Manga,45 min.,4322.0,1418.0,98029,34,528,92516,308,231,4446
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,6.89,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,Victor Entertainment,Toei Animation,Manga,45 min.,4079.0,1484.0,93363,33,513,87540,309,250,4751
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",7.34,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,Victor Entertainment,Toei Animation,Manga,1 hr. 10 min.,2147.0,1192.0,123503,156,812,117032,339,276,5044
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,7.12,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,Victor Entertainment,Toei Animation,Manga,50 min.,3114.0,1505.0,91610,46,494,85813,300,236,4767
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,6.81,"Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power",Movie,1.0,Victor Entertainment,Toei Animation,Manga,50 min.,4406.0,1390.0,100632,47,651,94506,319,256,4900
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,5.9,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1.0,Victor Entertainment,Toei Animation,Manga,50 min.,8528.0,1494.0,92592,32,560,86298,316,305,5113
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,7.55,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,Studio Take Off,Toei Animation,Manga,55 min.,1422.0,1289.0,110657,133,727,104334,323,250,5023
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,7.34,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,Studio Take Off,Toei Animation,Manga,51 min.,2146.0,1435.0,97191,86,644,90354,337,257,5599
Princess Princess,7.02,"Comedy, Drama, School, Shoujo",TV,12.0,TV Asahi,Studio Deen,Manga,24 min. per ep.,3561.0,2117.0,54983,274,2156,34487,2083,3098,13159
Fullmetal Alchemist: Premium Collection,7.35,"Fantasy, Comedy, Shounen",OVA,3.0,"Aniplex, Square Enix",Bones,Manga,7 min. per ep.,2121.0,1980.0,60984,111,797,44348,788,427,14624
Geneshaft,6.38,"Adventure, Mecha, Sci-Fi, Space",TV,13.0,Bandai Visual,Satelight,Original,23 min. per ep.,6491.0,4544.0,11984,16,383,6224,479,678,4220
Himawari!,6.34,"Adventure, Comedy, Martial Arts",TV,13.0,"Genco, Starchild Records, Tohokushinsha Film Corporation",Arms,Original,24 min. per ep.,6678.0,3537.0,21384,17,1029,8890,1165,1514,8786
Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,7.1,"Adventure, Shounen, Supernatural",Movie,1.0,"Genco, Starchild Records, Tohokushinsha Film Corporation",Toei Animation,Manga,1 hr. 24 min.,3195.0,6082.0,5833,7,126,3741,109,77,1780
Ninkuu,7.04,"Adventure, Shounen",TV,55.0,"Fuji TV, Yomiuri Advertising",Studio Pierrot,Manga,24 min. per ep.,3500.0,6541.0,4857,18,384,1144,470,453,2406
Kakutou Bijin Wulong,6.6,"Action, Ecchi, Martial Arts",TV,25.0,"Fuji TV, Yomiuri Advertising",TMS Entertainment,Manga,25 min. per ep.,5375.0,6519.0,4931,7,366,1513,323,457,2272
Ike! Ina-chuu Takkyuubu,7.56,"Comedy, Ecchi, School, Sports",TV,26.0,"Trans Arts, Kitty Films, TBS, Grouper Productions, Studio Jack",Studio Hibari,Manga,24 min. per ep.,1389.0,4303.0,13775,131,908,4429,706,985,6747
Ginga Densetsu Weed,7.23,"Adventure, Drama, Shounen",TV,26.0,"Nihon Ad Systems, SKY Perfect Well Think",Studio Deen,Manga,24 min. per ep.,2649.0,4491.0,12450,270,441,8147,442,527,2893
Tokkou,6.58,"Action, Mystery, Comedy, Horror, Police, Supernatural, Seinen",TV,13.0,"WOWOW, Shochiku","AIC Spirits, Group TAC",Manga,24 min. per ep.,5474.0,2538.0,40071,119,1347,24789,1151,1718,11066
Riding Bean,7.08,"Action, Cars, Police, Seinen",OVA,1.0,Youmex,"AIC, Artmic",Manga,46 min.,3272.0,4157.0,15110,62,364,9173,146,81,5346
Gintama,8.96,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,201.0,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Audio Highs, Miracle Robo, Shueisha",Sunrise,Manga,24 min. per ep.,15.0,114.0,754607,48247,149543,230260,87145,39531,248128
Ray The Animation,6.65,"Drama, Romance, Sci-Fi",TV,13.0,Tohokushinsha Film Corporation,OLM,Manga,24 min. per ep.,5147.0,4568.0,11834,14,584,4329,512,719,5690
Nurse Witch Komugi-chan Magikarte Special,6.44,"Comedy, Magic, Parody",Special,1.0,"Rondo Robe, Pioneer LDC, Toshiba Entertainment","Kyoto Animation, Tatsunoko Production",Original,27 min.,6227.0,6702.0,4594,1,71,3245,70,51,1157
Nurse Witch Komugi-chan Magikarte Z,6.65,"Comedy, Parody, Magic",OVA,2.0,Geneon Universal Entertainment,Tatsunoko Production,Original,24 min. per ep.,5118.0,6338.0,5298,4,127,3244,124,88,1715
Transformers: Choujin Master Force,6.66,"Adventure, Mecha, Sci-Fi, Shounen",TV,43.0,Geneon Universal Entertainment,Toei Animation,Other,24 min. per ep.,5077.0,8216.0,2562,7,109,1566,83,152,652
Transformers: The☆Headmasters,6.45,"Action, Sci-Fi, Adventure, Space, Mecha, Shounen",TV,35.0,Geneon Universal Entertainment,Toei Animation,Other,23 min. per ep.,6197.0,7764.0,3076,6,139,1875,138,180,744
Tatakae! Chou Robot Seimeitai Transformers Victory,6.64,"Adventure, Mecha, Sci-Fi, Shounen",TV,38.0,Geneon Universal Entertainment,Toei Animation,Other,23 min. per ep.,5206.0,8441.0,2346,6,98,1368,107,124,649
Transformers Superlink,6.19,"Sci-Fi, Adventure, Space, Mecha",TV,51.0,Hasbro,Actas,Other,24 min. per ep.,7395.0,6862.0,4337,12,140,3055,123,291,728
Transformers Galaxy Force,6.63,"Sci-Fi, Adventure, Mecha, Shounen",TV,52.0,Hasbro,Gonzo,Other,24 min. per ep.,5269.0,6632.0,4727,22,150,3439,133,276,729
Seisenshi Dunbine,7.05,"Action, Sci-Fi, Adventure, Drama, Fantasy, Mecha",TV,49.0,"Bandai Visual, Sotsu, Nagoya Broadcasting Network",Sunrise,Novel,24 min. per ep.,3437.0,5187.0,8642,28,633,1866,478,392,5273
Densetsu Kyojin Ideon,6.98,"Sci-Fi, Space, Drama, Mecha",TV,39.0,Aniplex,Sunrise,Original,25 min. per ep.,3697.0,4610.0,11734,78,705,3036,596,340,7057
Ichigeki Sacchuu!! Hoihoi-san,6.06,"Comedy, Sci-Fi, Slice of Life",OVA,1.0,Genco,Daume,Manga,11 min.,7978.0,5636.0,7083,4,128,5200,59,54,1642
Dai Mahou Touge,6.98,"Comedy, Magic, Supernatural",OVA,4.0,Genco,Diomedéa,Manga,24 min. per ep.,3694.0,3140.0,27283,96,885,13900,583,761,11154
Higurashi no Naku Koro ni,7.95,"Mystery, Dementia, Horror, Psychological, Supernatural, Thriller",TV,26.0,"Geneon Universal Entertainment, Frontier Works, Sotsu, DAX Production",Studio Deen,Visual novel,24 min. per ep.,610.0,156.0,638491,19393,39512,363708,33103,29836,172332
Witchblade,7.27,"Action, Sci-Fi, Super Power",TV,24.0,"GDH, SKY Perfect Well Think, Sotsu Music Publishing",Gonzo,Other,24 min. per ep.,2478.0,1425.0,97248,571,5192,51336,4803,5244,30673
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,6.88,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Movie,1.0,Bandai,Studio Pierrot,Manga,1 hr. 37 min.,4122.0,864.0,172509,203,1276,159598,574,489,10572
Appleseed,6.6,"Action, Sci-Fi, Adventure, Police, Mecha",OVA,1.0,"Bandai Visual, TBS, Movic, Tohokushinsha Film Corporation",Gainax,Manga,1 hr. 6 min.,5376.0,3291.0,24842,41,445,16603,256,255,7283
Shin Getter Robo tai Neo Getter Robo,7.06,"Action, Mecha, Sci-Fi, Shounen",OVA,4.0,"Bandai Visual, Bee Media, Dynamic Planning",Brain's Base,Light novel,27 min. per ep.,3389.0,6919.0,4245,15,122,2743,53,95,1232
Inukami!,7.27,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV,26.0,"Starchild Records, Yomiuri Advertising, ASCII Media Works",Seven Arcs,Light novel,23 min. per ep.,2502.0,1948.0,62619,229,2893,34041,2644,3456,19585
Renkin San-kyuu Magical? Pokaan,6.98,"Comedy, Ecchi, Magic, Parody, Vampire",TV,12.0,"Genco, Lantis, Media Factory",Remic,Original,24 min. per ep.,3718.0,3153.0,27039,112,1565,10994,1115,1114,12251
Nishi no Yoki Majo: Astraea Testament,6.77,"Mystery, Comedy, Drama, Romance, Fantasy",TV,13.0,"Geneon Universal Entertainment, Mellow Head, Imagica, Mag Garden, Tablier Communications, On The Run",Hal Film Maker,Light novel,24 min. per ep.,4560.0,4057.0,15842,46,843,6828,693,856,6622
Yume Tsukai,6.43,"Drama, Fantasy, Magic, Slice of Life",TV,12.0,"Pony Canyon, Happinet Pictures",Madhouse,Manga,24 min. per ep.,6278.0,5450.0,7696,11,315,2812,408,620,3541
The Third: Aoi Hitomi no Shoujo,7.33,"Action, Adventure, Sci-Fi, Seinen",TV,24.0,"Pony Canyon, Happinet Pictures",Xebec,Light novel,23 min. per ep.,2195.0,3741.0,18954,103,964,8610,1187,1094,7099
Top wo Nerae! Gunbuster,7.89,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6.0,"Studio Fantasia, Tohokushinsha Film Corporation",Gainax,Original,30 min. per ep.,684.0,1424.0,97623,2322,3438,51343,1969,1090,39783
Street Fighter Alpha: Generations,6.49,"Adventure, Shounen",Movie,1.0,"Studio Fantasia, Tohokushinsha Film Corporation",APPP,Game,42 min.,5934.0,4547.0,12032,21,138,10091,70,83,1650
Chibi Maruko-chan,7.64,"Comedy, Slice of Life, Shoujo",TV,142.0,Fuji TV,Nippon Animation,Manga,24 min. per ep.,1169.0,5059.0,9294,94,748,4545,897,1166,1938
Magical Nyan Nyan Taruto,6.24,"Comedy, Magic",TV,12.0,"Bandai Visual, Dentsu","Madhouse, TNK",Manga,22 min. per ep.,7165.0,6068.0,5878,8,263,2090,314,438,2773
Jyu Oh Sei,7.26,"Action, Sci-Fi, Adventure, Mystery, Drama, Shoujo",TV,11.0,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment",Bones,Manga,22 min. per ep.,2528.0,1947.0,62965,377,1898,36840,1618,1839,20770
Daikuu Maryuu Gaiking,6.68,"Adventure, Mecha, Sci-Fi, Shounen",TV,44.0,Dynamic Planning,Toei Animation,Original,24 min. per ep.,4988.0,9054.0,1853,4,96,663,89,134,871
Saiunkoku Monogatari,7.94,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39.0,"NHK, Sogo Vision",Madhouse,Light novel,25 min. per ep.,623.0,1677.0,79685,1186,5702,35803,5003,3975,29202
HeatGuy J,7.17,"Action, Adventure, Mecha, Police, Sci-Fi",TV,25.0,"Bandai Visual, TBS",Satelight,Original,24 min. per ep.,2910.0,4096.0,15648,64,711,6832,926,1026,6153
Shin Chou Kyou Ryo: Condor Hero,7.36,"Adventure, Drama, Historical, Romance",TV,26.0,Jade Animation,Nippon Animation,Novel,24 min. per ep.,2079.0,5443.0,7708,35,446,3207,284,418,3353
Shin Chou Kyou Ryo: Condor Hero II,7.33,"Adventure, Drama, Historical, Romance",TV,26.0,Jade Animation,Nippon Animation,Novel,20 min. per ep.,2190.0,7572.0,3296,5,148,1820,131,157,1040
Virtua Fighter,7.1,"Action, Adventure, Martial Arts, Comedy, Shounen",TV,35.0,"Aniplex, TMS Entertainment, Yomiko Advertising, Sega, Half H.P Studio, TV Tokyo Music, Sony Music Entertainment",Tokyo Movie Shinsha,Game,25 min. per ep.,3224.0,5387.0,7906,29,444,4400,406,349,2307
Aria the Natural,8.2,"Sci-Fi, Slice of Life, Fantasy, Shounen",TV,26.0,"TV Tokyo, Shochiku, Mag Garden",Hal Film Maker,Manga,24 min. per ep.,309.0,1929.0,63713,743,3352,29175,2695,1526,26965
"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",7.25,"Drama, Romance, Slice of Life",Special,1.0,"TV Tokyo, Shochiku, Mag Garden","Imagin, Studio Live",Original,25 min.,2571.0,2768.0,34339,16,271,29289,233,145,4401
Hit wo Nerae!,5.54,"Comedy, Ecchi",TV,8.0,m.o.e.,"Imagin, Studio Live",Original,13 min. per ep.,9587.0,6349.0,5268,1,188,2780,183,286,1831
Yoshinaga-sanchi no Gargoyle,6.77,"Slice of Life, Comedy, Fantasy",TV,13.0,m.o.e.,Studio Hibari,Manga,24 min. per ep.,4573.0,6893.0,4264,4,189,1685,191,296,1903
Crayon Shin-chan,7.69,"Slice of Life, Comedy, Ecchi, School, Seinen",TV,11.525519183386132,TV Asahi,Shin-Ei Animation,Manga,21 min.,1054.0,2060.0,57907,948,21706,7,12812,13402,9980
Hokuto no Ken,7.99,"Action, Drama, Martial Arts, Sci-Fi, Shounen",TV,109.0,Fuji TV,Toei Animation,Manga,25 min. per ep.,551.0,1409.0,98311,2016,10973,32736,9207,5472,39923
Kakutou Bijin Wulong: Rebirth,6.9,"Action, Comedy, Martial Arts, School, Shounen",TV,25.0,Fuji TV,TMS Entertainment,Manga,25 min. per ep.,4024.0,7791.0,3033,5,192,974,129,137,1601
Tsubasa Chronicle 2nd Season,7.6,"Action, Adventure, Fantasy, Romance, Supernatural, Drama, Mystery, Shounen",TV,26.0,NHK,Bee Train,Manga,25 min. per ep.,1284.0,1348.0,104828,533,3130,71859,3522,2979,23338
Yokoyama Mitsuteru Sangokushi,7.37,"Action, Adventure, Historical",TV,47.0,"TV Tokyo, d-rights","Enoki Films, Dai Nippon Printing",Manga,23 min. per ep.,2021.0,6561.0,4843,34,233,2148,251,267,1944
Astro Boy: Tetsuwan Atom,7.0,"Action, Sci-Fi, Adventure, Super Power, Kids, Mecha, Shounen",TV,50.0,"Sony Pictures Entertainment, Dentsu",Tezuka Productions,Manga,24 min. per ep.,3630.0,3912.0,17364,88,686,10474,1062,1611,3531
Bible Black Gaiden,6.7,"Hentai, Supernatural",OVA,2.0,"Milky Animation Label, Active",Studio Jam,Visual novel,30 min. per ep.,28.0,3433.0,22637,83,707,18099,403,420,3008
Glass no Kantai: La Legende du Vent de l'Univers,6.58,"Adventure, Sci-Fi",TV,24.0,"Sotsu, Asahi Broadcasting, Sotsu Music Publishing","Gonzo, Satelight",Original,24 min. per ep.,5470.0,4808.0,10495,26,486,3669,513,806,5021
Dead Leaves,7.23,"Adventure, Psychological, Comedy, Sci-Fi",Movie,1.0,"Sotsu, Asahi Broadcasting, Sotsu Music Publishing",Production I.G,Original,53 min.,2642.0,1783.0,72428,486,1248,42078,570,514,28018
Yokohama Kaidashi Kikou,7.35,"Sci-Fi, Seinen, Slice of Life",OVA,2.0,Aniplex,Ajia-Do,Manga,29 min. per ep.,2112.0,3161.0,26941,223,888,12708,431,243,12671
Yokohama Kaidashi Kikou: Quiet Country Cafe,7.16,"Sci-Fi, Slice of Life, Seinen",OVA,2.0,SME Visual Works,Ajia-Do,Manga,32 min. per ep.,2935.0,4206.0,14629,39,392,8592,210,117,5318
Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,5.44,"Action, Sci-Fi, Hentai, Mecha, Yaoi",OVA,1.0,SME Visual Works,Phoenix Entertainment,Original,45 min.,29.0,5730.0,6783,17,145,4704,56,190,1688
Change!! Getter Robo: Sekai Saigo no Hi,7.68,"Action, Psychological, Adventure, Mecha, Sci-Fi, Horror, Shounen",OVA,13.0,"Bandai Visual, Marubeni, Dynamic Planning",Brain's Base,Game,25 min. per ep.,1073.0,4720.0,11050,264,471,5389,360,285,4545
Street Fighter Zero The Animation,6.55,"Action, Drama, Martial Arts, Shounen, Super Power",Movie,1.0,Capcom,Plum,Game,1 hr. 30 min.,5613.0,4312.0,13763,23,134,11823,78,79,1649
Rikujou Bouei-tai Mao-chan,6.29,"Comedy, Kids, Magic, Military, Sci-Fi",TV,26.0,Capcom,Xebec,Original,12 min. per ep.,6939.0,6917.0,4248,9,227,1372,240,398,2011
Ichigo 100% OVA,6.91,"Comedy, Ecchi, Harem, Romance, School, Shounen",OVA,4.0,Capcom,Madhouse,Manga,29 min. per ep.,3996.0,3308.0,24411,19,397,19604,329,243,3838
Cosplay Complex,5.84,"Comedy, Parody, Ecchi, School",OVA,3.0,"Lantis, Happinet Pictures",TNK,Original,29 min. per ep.,8715.0,4718.0,11088,10,243,6908,276,475,3186
Cosplay Complex: Extra Identification,5.76,Comedy,OVA,1.0,Lantis,TNK,Original,5 min.,8975.0,8077.0,2701,1,39,1717,59,53,833
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,6.8,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",OVA,2.0,Lantis,Toei Animation,Manga,30 min. per ep.,4424.0,2576.0,39110,28,424,33435,271,265,4715
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,7.72,"Adventure, Drama, Fantasy, Shounen",Special,1.0,Lantis,Toei Animation,Manga,48 min.,976.0,1659.0,80730,211,643,75462,252,251,4122
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,7.57,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Special,1.0,Lantis,Toei Animation,Manga,47 min.,1366.0,1674.0,79274,231,508,74462,218,229,3857
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,6.54,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Special,1.0,Lantis,Toei Animation,Manga,44 min.,5667.0,2060.0,57723,88,502,51959,265,338,4659
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,6.13,"Action, Comedy, Historical, Military, Samurai",TV,12.0,T.P.O,"Group TAC, G&G Entertainment",Light novel,26 min. per ep.,7635.0,9660.0,1442,2,74,299,58,92,919
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,6.05,"Historical, Military",Special,1.0,Magic Capsule,T.P.O,Light novel,51 min.,8002.0,10937.0,803,2,34,312,15,38,404
Kamisama Kazoku,7.15,"Fantasy, Romance, Comedy, Drama",TV,13.0,"Animax, Sony Music Entertainment",Toei Animation,Light novel,25 min. per ep.,2996.0,2443.0,43133,88,1382,27045,1278,1589,11839
Usagi-chan de Cue!!,5.66,"Action, Comedy, Ecchi, Magic, Romance",OVA,3.0,Pink Pineapple,AIC,Manga,30 min. per ep.,9284.0,6356.0,5251,9,255,2893,131,209,1763
Dual! Parallel Lun-Lun Monogatari,7.1,"Action, Sci-Fi, Harem, Comedy, Mecha, Shounen",TV,13.0,Pioneer LDC,AIC,Original,25 min. per ep.,3196.0,4146.0,15242,66,432,10048,439,504,3819
Dual! Parallel Runrun Monogatari Special;,6.92,"Sci-Fi, Harem, Comedy, Drama, Romance, Mecha",Special,1.0,Pioneer LDC,AIC,Original,29 min.,3941.0,6608.0,4770,7,82,3711,74,61,842
Sin in the Rain,4.97,Mystery,OVA,1.0,Pioneer LDC,Mook Animation,Manga,22 min.,10627.0,8325.0,2472,2,58,1398,31,44,941
Tennis no Ouji-sama: Zenkoku Taikai-hen,7.95,"Action, Comedy, Sports, Shounen",OVA,13.0,"Production I.G, Shueisha",M.S.C,Manga,23 min. per ep.,609.0,2590.0,38589,101,790,32223,530,389,4657
Bishoujo Senshi Sailor Moon: Sailor Stars,7.92,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",TV,34.0,TV Asahi,Toei Animation,Manga,24 min. per ep.,649.0,1570.0,86890,1177,2084,65468,1777,1119,16442
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,7.68,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, Shoujo",Movie,1.0,TV Asahi,"Toei Animation, Production Reed",Manga,1 hr.,1071.0,2415.0,44000,148,485,36868,299,235,6113
Blue Seed,7.03,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26.0,"Nihon Ad Systems, Movic","Production I.G, Production Reed",Manga,23 min. per ep.,3531.0,3335.0,24031,128,1044,11482,1095,1198,9212
Blue Seed 2,6.45,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural",OVA,3.0,Movic,Production I.G,Manga,28 min. per ep.,6157.0,6250.0,5463,6,121,3361,144,99,1738
Uchuu Kaizoku Captain Herlock,7.71,"Action, Sci-Fi, Adventure, Space, Drama, Seinen",TV,42.0,Studio Nue,Toei Animation,Manga,25 min. per ep.,995.0,3059.0,28480,297,1941,9540,1860,1106,14033
Tide-Line Blue: Kyoudai,6.66,"Adventure, Drama, Shounen",Special,1.0,"Bandai Visual, TV Asahi, Lantis",Telecom Animation Film,Original,23 min.,5109.0,9256.0,1702,1,35,1166,38,25,438
Top wo Nerae 2! Diebuster,7.67,"Action, Sci-Fi, Space, Comedy, Drama, Mecha",OVA,6.0,Bandai Visual,Gainax,Original,30 min. per ep.,1101.0,1903.0,64986,820,2091,37877,1296,882,22840
Aa! Megami-sama! (TV) Specials,7.53,"Magic, Comedy, Romance, Supernatural, Seinen",Special,3.0,"Bandai Visual, AIC",Studio Deen,Manga,24 min. per ep.,1478.0,3320.0,24443,59,346,19754,349,193,3801
Kanojo to Kanojo no Neko,7.33,"Drama, Psychological, Romance, Slice of Life",OVA,1.0,"Bandai Visual, AIC",Studio Deen,Original,4 min.,2226.0,1624.0,82209,287,1162,62258,423,188,18178
Star Ocean EX,6.61,"Adventure, Fantasy, Sci-Fi, Shounen",TV,26.0,"TV Tokyo, Dentsu",Studio Deen,Game,22 min. per ep.,5318.0,4666.0,11416,33,421,6750,569,787,2889
Tenchi Muyou! in Love,7.43,"Action, Comedy, Romance, School, Sci-Fi, Shounen, Space",Movie,1.0,"Pioneer LDC, GAGA",AIC,Manga,1 hr. 34 min.,1798.0,3661.0,20076,51,380,15684,179,130,3703
Ranma ½ OVA,7.75,"Comedy, Martial Arts, Romance, Shounen",OVA,6.0,"Pony Canyon, Fuji TV","Studio Deen, Kitty Films",Manga,30 min. per ep.,912.0,3193.0,26312,72,583,20560,446,287,4436
Ranma ½: Yomigaeru Kioku,7.63,"Comedy, Drama, Romance, Shounen",OVA,2.0,"Pony Canyon, Fuji TV","Gainax, Studio Deen",Manga,30 min. per ep.,1187.0,4033.0,16058,38,245,12309,191,135,3178
